2008;1;23;4.4;20.4;NA;9.8;11.8;4.4;3.4;2.4;6.6;5;3.6;6.2;16;17;10.4;NA;7.2;6.4;2;2.2;1;2.4;1;1.6;4;10;0;9.2;6.8;4;4.2;17.6;17;2.6;5.2
2008;1;24;0;0;NA;1.2;0;0;0;0;0;0;0;0;0;0;0;NA;0.2;0;0.2;0;0;0;0;0;0;0;0;0;1.2;0;0;0.4;0.2;0;0
2008;1;25;0;0;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;NA;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;1;26;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0
2008;1;27;0;0;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;1;28;0;0;NA;0.2;0;0;0;0;0;0;1.4;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;1;29;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;1;30;0;0;NA;0;0;0;0;0;0;0;2;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;1;31;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;1;0.2;0;NA;0;0;1.2;1.6;0;0.6;0;0;0.2;0;0;0;NA;0;1;0.4;1.4;1.4;0.4;1.6;0;0;0;0;0.2;0;0;0.2;0;0;0.6;0.4
2008;2;2;0;0;NA;0.2;0.2;0;0;0;0.2;0;0;0.2;0;0;0;NA;0;0.4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;3;0;0;NA;0.4;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.6;0;0;1.2;0;0;0;0;0;0;0;0;0
2008;2;4;0;2.8;NA;11.6;2.2;5.6;10.6;0.2;0;0;0;13;0;0;0.6;NA;0;5;0;2.6;0;0;11;0;8.4;19;0;3.4;1.4;1.6;1.2;0.2;1.2;0.2;0
2008;2;5;5;3;NA;10.6;9.2;6.8;7.4;4.4;3;1.2;3;14;7;2.4;3.2;NA;4.6;9;0.8;6.8;0;2.4;8.6;2.2;4.2;9.8;2;2.2;4.2;9;9.2;5.4;10.6;4.8;3
2008;2;6;0.2;0;NA;0;0;0;0;0.2;0.2;0.6;1.2;0.2;0;0.2;0;NA;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.4;0.2;0.4
2008;2;7;0;0;NA;0.4;0;0;0;0;0;0;0.8;0.8;0;0;0;NA;0.2;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0
2008;2;8;0;3;NA;0.8;0;0;0;0;0;0.4;0.6;0.2;0;0.6;0.4;NA;0.2;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0.2;0.6;0;0
2008;2;9;0;0;NA;0.4;0;0;0;0;0;0;0;1.6;0;0;0;NA;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0
2008;2;10;0;0;NA;0;0;0;0;0;0;0;0;2;0;0;0;NA;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0
2008;2;11;3.2;1.4;NA;1.2;1.6;1.6;0.2;1.2;0.4;1.4;2.4;3;3;1.4;2.8;NA;0.2;2.6;1.2;9;1;0.2;0.2;0.6;0;1.4;1;5.2;5.2;2;0.4;8.6;4.4;1.2;1.2
2008;2;12;0;0;NA;0.2;0.2;0;0;0;0;0;0;0;0;0.2;0;NA;0;0.8;0.2;0.6;0;1.2;0;0;0;0;0;0;0;0;1;0;1.6;0;0
2008;2;13;0;0;NA;0.2;0;0;0;0;0;0.2;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;14;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;15;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;16;0;0;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;17;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;18;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;19;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;20;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;21;0;0;NA;0.6;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2008;2;22;0;0;NA;2;0.2;0;0;0;0;0;0;4;0.2;0.6;0.4;NA;0.2;0;0;0;0;0;0;0;0.2;1.6;0;0.6;0;0;0;0.4;0;0;0
2008;2;23;0;0;NA;0;0.2;0;0;0;0;0;0;0.2;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;24;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;25;0.2;0;NA;0;0;0;0;0;0.2;0;0.2;0;0;0;0;NA;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;26;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0
2008;2;27;0;0;NA;0;0;0;0;0.2;0;0;0;0.2;0;0;0;NA;0.2;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.2;0.2
2008;2;28;0;0;NA;0;0;0.2;0.2;0;0;0;0;0.2;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2;29;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2
2008;3;1;0;0;NA;0;0;0;0;0;0.2;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
2008;3;2;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;3;3;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;3;4;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;3;5;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;3;6;48.2;63.6;NA;27.2;22.2;4.2;5.2;25.6;82.8;89.6;45.8;32.4;49;59;53;NA;58.2;42.8;34.2;40.2;40.6;14;5.8;56.8;4.2;21.8;30.2;19.2;16.4;21;14.4;46.6;54.2;25.4;56.4
2008;3;7;16.2;16.8;NA;20;10.4;4.6;9.8;12.8;10;9.2;9;5.8;16;12.8;18.8;NA;10.4;13.8;21.4;10.4;33.8;16.4;8;14.4;6.8;10.4;20;10;11.2;7;30.8;11.2;31.6;10.8;12.4
2008;3;8;4.4;0.8;NA;3.2;3.2;10.6;8.2;10.2;7.8;8.4;6.4;0;0;1.6;1;NA;2.2;18.4;12.8;2;10.4;8.6;13.8;8.2;1.6;4.4;10;4.6;10.8;12;6.6;5.6;5.8;4.6;6.6
2008;3;9;0;0;NA;0;0;5.8;0;0.2;0.2;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0.2;0.2
2008;3;10;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;3;11;0;0.6;NA;4.8;0;1;2;0;0;0;0;0;0;0;0.6;NA;0;3;0;5;0;0;10.6;0;0;2;0;0.2;0;0;0;0;0;0;0
2008;3;12;1.6;0.6;NA;0.8;0;8;10.6;1;0;0.2;0.2;0;1.2;0.8;1;NA;0;7.4;2;7;1.8;1.2;8.4;1.2;1.4;1.8;1.4;0.6;2.6;0;0.6;1.8;0.4;0.6;0.6
2008;3;13;0;0;NA;0;0;0;0;0;0;0;0.2;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;3;14;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;3;15;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;3;16;0;0;NA;0;0;0;0;0;0.2;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0
2008;3;17;0;0;NA;0.2;0;0.6;2.2;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0
2008;3;18;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;NA;0;0.8;0;0.2;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0
2008;3;19;31.2;10;NA;4;5.2;12.4;14;17.6;12.2;13.6;11;0.2;6;7;7.2;NA;4.2;34.8;17.2;32.2;18;18.2;12.4;14.4;5.4;3.4;19.2;6.4;16.4;12;17;11;24.6;17.6;14.4
2008;3;20;9.2;1;NA;3.2;5.2;9.8;6.2;6.6;6.4;5.2;1.2;5.8;0;0.6;0.2;NA;0.8;20.6;6.4;14.2;4;4.8;33.8;1.6;3.2;1.8;9.4;3.4;5.2;7;6.4;6.8;8.2;6.4;6.4
2008;3;21;8.8;6.6;NA;3;4.4;2.8;9.8;7;4.4;6.8;4;2.8;5.2;9;2.2;NA;5.6;3.8;4.6;6.4;4.8;4.2;4.4;5.4;3.4;9.4;2.8;9;4.4;8;7;13.4;15.4;7;7.6
2008;3;22;0;0;NA;9.2;2.2;7.8;14;0;0;0;0;3.8;0;0;0;NA;0;0;0;5;0.6;0;25.6;0;1.8;6;5;0;0.6;5;2.6;1.2;0;0;0
2008;3;23;0;1.6;NA;31.2;5.8;17.4;18.2;1;0.2;0.2;0;17;0;0.4;0.6;NA;0;14.6;0.4;10.4;0.6;0.6;32.2;0.2;8.2;29.2;1.4;5;7;4;3.6;4;7.6;0.4;0
2008;3;24;8.8;17.4;NA;41.4;12.4;11.8;14.8;11;2.8;2.4;6.4;31.8;19;13;10.8;NA;2.6;19;9;19.8;10;11.4;22.4;7.2;12.4;26.8;12.6;10.6;12.2;12;10.2;18.2;23.4;6.2;4.8
2008;3;25;0;0;NA;2;0.8;4.2;4.2;0;0;0;0;1;0;0;0;NA;0;2.2;0.4;5.4;0.2;0;2.2;0;0;3;1.8;1.4;3.4;0;0.2;0.4;1.4;0;0
2008;3;26;0;0;NA;0.8;0;2.6;0.6;0;0;0;0.4;0.7;0;0;0;NA;0;1;0.4;2.6;0.4;0;1.2;0;0;1.8;0.6;0;2;0;0.4;0;0;0;0
2008;3;27;0;0;NA;0;0;0.4;0;0;0;0;0;0;0;0;0;NA;0;0.6;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0
2008;3;28;16;21.8;NA;16.4;2.2;3.2;3.6;8.8;8;10.4;9.8;17;19;15.8;18.4;NA;8.6;11.6;9.6;21.6;20.2;8.4;5.2;6.6;5.4;11.8;14;7.6;8;5;7.6;11;11.6;10.6;9.8
2008;3;29;3.8;16.8;NA;0.8;2.2;0.2;0;1.4;1.8;2.6;0.4;6.8;7;8.8;14;NA;0.2;6;2.4;3.6;2.2;2.2;0;1.4;0;0.8;1.4;0.2;4;0;3.4;5.6;9;2.2;1.6
2008;3;30;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;NA;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;3;31;0.2;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;4;1;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2
2008;4;2;0;0;NA;0;0;0;0;0;0;0;0.4;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;4;3;11.8;17;NA;7.6;7.4;5.6;5.4;4.8;7.8;20.8;18.2;6.8;12.6;12.6;18.6;NA;23.2;12.4;9.2;12.8;9.2;6.2;10.2;8.6;4.2;6;12.8;10.8;7.8;8;9;19.2;17;6.8;7
2008;4;4;41.2;35;NA;5.8;17;1.8;0.6;35.6;65.2;28;24.2;16.6;5;30.6;18.2;NA;44.6;30;28.6;40.8;30.6;23;1.4;37.6;13.2;7.8;25.2;17.4;4.4;6;30.2;38;54.8;36.2;58.4
2008;4;5;15.8;19.2;NA;23.4;33.8;4.4;1.2;7.4;1.2;0;17.8;17.8;37;13;22.4;NA;0.4;10.8;3.6;25;4;6.2;1.8;1;19.2;40.2;4;44.8;47.2;24;12.4;84.4;36.6;12.8;6
2008;4;6;0;0;NA;1.8;0;0;0;0.2;0;0;0;0;0;0;0.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0
2008;4;7;0;0;NA;0.2;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0
2008;4;8;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;17.6;0;0;0;0;0;0;0;0;0
2008;4;9;7;1;NA;14.4;8.6;12.2;16.6;4.4;4.6;4;2.4;6;1.4;1.2;1.2;NA;3.4;18.4;7.6;11.6;5.8;5.2;24.6;7.4;11.8;0;7;6.4;8.6;3;6.4;10.8;11.4;5.2;4.2
2008;4;10;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0.6;0;0.4;0.2;0;0;0;0;0;0;0;0;0;0;0
2008;4;11;0;0;NA;0.2;0;0.2;0;0;0;0;0;0;0;0;0;NA;0;1.2;0;1;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0
2008;4;12;0;1.2;NA;23.4;0.6;1.6;1.6;0;0;0;0;7.6;1.2;0;1;NA;0;4.8;0;0;0;0;2.8;0;4.8;14.6;0;2.4;0;0;0.2;1.8;0.6;0;0
2008;4;13;0;0;NA;5.2;1;1.2;0.4;0;0;0;0.2;2.8;0.6;0;0;NA;0;3.6;0;1.6;0.2;0;1;0.6;4.2;5.8;0;2.2;0.2;4;0.8;1.4;3.4;0.2;0
2008;4;14;0;0.8;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;NA;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0
2008;4;15;0.4;5.2;NA;2.6;0;0;0.6;0;0;0;0;0.4;2;1.4;3;NA;0;1.4;0;0.2;0.6;0;2.8;0;0;0.8;0;0;0;0;0.2;0;0;0.2;0
2008;4;16;0.4;0;NA;0.6;0;0.2;0;2.2;2;0;1.8;0;0;5.6;0.6;NA;0.4;0.2;6.4;0;4.8;9.4;0.6;4.6;0;0.2;0.8;0;0;0;0.2;0.2;0.2;3.6;0.8
2008;4;17;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0.2;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
2008;4;18;6;3.6;NA;22.6;4.8;4.2;4.4;4.8;4.2;3;2.8;16.6;1;1;3.8;NA;3.8;10;4.2;5.6;5.6;1.6;9.6;3;6;13.2;6;4.8;7;3;8.6;9;10;5;5.4
2008;4;19;0;1.6;NA;14.4;2.4;1.2;4.2;0;0;0;0;14.4;0.6;0.2;0.2;NA;0;3.8;0;5;0;0;7.2;0;3.4;0.4;1.4;1.2;0.4;1;0.2;4.4;2.2;0;0
2008;4;20;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;4;21;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;4;22;0;0.2;NA;8.8;4.4;8.4;6.4;0.2;0;0;0.4;3.4;0;0.4;1.2;NA;0.4;13.6;0.6;7.2;1.8;0;17.6;0;3.2;6;4;4.8;1.6;4;2.2;1.2;6.8;0;0
2008;4;23;0;0;NA;1.2;0.2;2.4;4.8;0;1;0.4;0.4;0.8;0;0;0;NA;0.2;20.6;2.6;5;3.2;0.4;11.6;1.6;0.4;1;5.6;0;1.4;0.2;1;0.4;0;0;0.4
2008;4;24;1.4;1;NA;1.4;0;0.2;0;4.4;0;0;0;2.4;1.2;0.4;0;NA;0;0;0.8;0.2;0;1;0;0;5;0;2;0.4;4.4;0.2;1.6;0.8;2.4;1.8;0
2008;4;25;0;0;NA;0.2;0.2;5;10;0;0;0.4;0;0.6;0;0;0;NA;0;2.8;0;0;1.4;0;3.4;0.4;0;0;0.2;0;0;3;0;0.2;0;0;0
2008;4;26;1.6;2.8;NA;0.2;0.2;0;0;1.4;0;0.4;0.4;2;0.4;2;2.2;NA;3.8;0;1;0;1.6;1;1.8;0.8;0;0.2;0.2;0.8;2.4;0;0.6;3.6;3.4;0.8;0.6
2008;4;27;0;0;NA;0.2;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0.6;0;0;0.2;0;0;0.2;0.2;0;0
2008;4;28;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;4;29;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;4;30;0;0;NA;0;0;0.2;0;0;1.2;0.8;0.4;0.2;0;0;0;NA;0.8;0;0;0.2;0.6;1.8;0.2;0;0;0;0;0;0;0;0;0;0;0;0.6
2008;5;1;0;1.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;2;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;3;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;4;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;5;0;0;NA;2.8;0.8;2.8;1.2;0;0;0;0;0.8;0;0;0;NA;0;1;0;0;0.2;0;2;0;1.8;0.4;0.2;1.2;0;2;0;0;0;0;0
2008;5;6;8.4;6.8;NA;3.6;4.6;4.6;4.4;6;7.4;6.8;5.6;4.4;3;6.4;6.2;NA;5;6.6;8.2;5.8;6.8;5.4;4.6;4.8;5.4;5;7.4;5.8;8;3;7.2;9.8;9.2;7;5.6
2008;5;7;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;8;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;9;0.6;4.4;NA;5.4;3.2;2.8;0;0.6;0;0;0;11.2;2.6;5.4;4.6;NA;2.4;0;1.4;0.2;0.2;0.2;0.2;0;5;6;2.2;4.6;2;3;2.6;3;3;0.2;0.4
2008;5;10;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;11;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;12;0;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;NA;0;0;0;1.6;0;0;0;0;0;3;0;0.6;0;0;0;0;0;0;0
2008;5;13;11.4;3.4;NA;3;2;0.8;0.4;4.4;0;0.4;3.4;7.6;0;5.8;2.4;NA;1.2;1.2;0.6;1.8;0.4;3.8;1.4;0;3.2;2;3.8;1;1.6;5;8;10.4;9.8;9;1.4
2008;5;14;24;10.4;NA;4.4;6.8;5.2;3.8;14.6;13.6;7.2;6.4;9;19;5.4;11.2;NA;7;29.2;26.6;34.6;8.8;25;10.8;18;8.8;11.6;27.6;6.4;19.6;33;18;17.2;30.8;9.4;10.8
2008;5;15;6;3.2;NA;0;1.2;0;0;1.2;0;0;0.2;0.2;0;6;6.2;NA;2.6;0.2;0.2;0;0;0;0.4;0;0;0.2;0;0;0.4;0;1;1.8;6;3.2;0.4
2008;5;16;0;4.6;NA;0;0;0;0;0;1.4;1;0;2.4;6.6;0;0.4;NA;0;0;0.4;1.8;6.2;3.2;0;0.8;0;0;1.4;0;0.4;0;0;0;0;0;6.2
2008;5;17;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0.4;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;18;1;0;NA;1;0;0.2;0.2;0;1.6;0.2;0;0.2;0;0;0;NA;0.2;4.6;2.4;12;1.6;0.6;1.8;0.4;0;0;2.4;0;0.4;0;0.2;0.6;1.2;1.6;1.6
2008;5;19;0.2;0;NA;0;0;0;0.2;0;0.2;0;0;0;0;0;0;NA;0;0;0;0;0.2;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0
2008;5;20;3.6;6.2;NA;25.4;12;13.8;10.2;9.4;1;1.4;2.2;17.6;2;2;3.6;NA;1.2;19;6.8;32.4;4.4;6.4;19;1.6;15;18;17.4;15.4;19.6;21;20.6;14;19;4.8;2.2
2008;5;21;0;0;NA;20.6;0.8;8.6;28.6;0.4;0.2;0.2;0.4;13.6;0;0;0.2;NA;0.4;16;5.4;8.2;13.4;5.8;22.2;3.4;2;8;6.6;0.6;2;0.6;0.6;0;2.2;0;0.2
2008;5;22;0.6;0.2;NA;0.6;0.2;1.2;1.4;0.8;0.4;1.2;1;0.8;0;1.4;0;NA;0;1;1;0.4;5;3;0.2;3.6;2.2;0;0.6;0.6;5.6;3;0.4;0.4;1.2;1.2;0.8
2008;5;23;5;9.6;NA;10.4;0.6;0;1.2;20.6;1.6;3;12.2;1.8;1;7.8;4.8;NA;5.6;7.2;23;1;4.2;11.8;1.6;3.8;1.2;0.6;4.4;0;0.2;0;8.2;9.8;0.2;3.4;6.6
2008;5;24;0;0.2;NA;0.2;1.6;0;0;0;1.8;2.2;0;0.6;0;0;0;NA;0;19.6;0.2;0;0;0.4;0;0;0;0;1.2;0;0;0;0;0.6;0.2;0;0
2008;5;25;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;26;0;0;NA;0.2;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;27;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;28;0;0;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;29;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;5;30;1.2;1.2;NA;0;0.4;0;0;1;0;0;0;0;0;0.6;0;NA;0;2.6;7.2;4.4;1.2;3.4;0.2;49;0;0;13.2;0;1.2;0;0;0;0;0.4;0.8
2008;5;31;0;0;NA;0;0;0;0.2;0;0;0.2;0;0.2;0;0;0;NA;0;0;0;0;12;2.8;0.8;2.4;0;0;0;0;0;0;0;0;0;0;0
2008;6;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6;2;0;0;NA;0.2;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6;3;2.2;0;NA;7.2;2.6;2.2;0.4;3.4;0;0;0;0.6;0.6;0;0.2;NA;0;2.8;35;3;0;0.6;1.6;0;6.2;9;8.6;1.8;5.4;4;5.6;10.2;2.8;1;0
2008;6;4;7.8;37;NA;2.2;7.6;12;6.6;3.8;7.6;6;10.8;17.8;19;77.8;30.4;NA;4;24;4.2;10.8;1.4;6.4;1.8;1.6;9.8;4.6;10.8;7.8;14.6;8;3.2;27.2;6.4;5.2;9.4
2008;6;5;13.6;1.8;NA;5.4;12;1;2.4;12.4;0;11;6.2;4.8;7;13.4;3.8;NA;7;8;28.8;9;8.8;31.6;2.6;2;2.4;4;17.2;6.2;5;30;4.2;8.4;24.6;20;11.2
2008;6;6;0;0;NA;0.2;0;0.2;0;0;0;6.8;9;0.2;0;0;0;NA;0;0.2;4;1;11.6;18.2;0;0.6;0;0;2.2;1;1.2;0;0;3.2;2;0;17.2
2008;6;7;0;10.6;NA;1.2;0;1.4;0;0;0;1;0.4;0.8;5.6;4.2;5.8;NA;0;2.4;0;0.6;0;0;3.8;0;2.2;7.6;0;0;0.6;0;0;0;0;0;0.4
2008;6;8;0;0;NA;0.4;0;0.2;0;3.6;0;0;0;6.2;0;0;0.2;NA;0;4.2;0;2;2.8;1.4;0;0;0;0;0;0;1.4;0;1;0;0.2;0.2;0.2
2008;6;9;22;0.2;NA;2;1;36.6;6.8;1.2;0;0;0;7.8;9.6;4;1.8;NA;0;6.8;39.4;5.8;11;4.4;2.4;0;2.4;7;21.2;4;1;0;5.2;8.4;11;12.6;2.4
2008;6;10;0;2;NA;0.2;0;0;0;0;0;0;0;33;0;0.2;8;NA;0;1.4;17.6;0.4;1.6;1.8;1.4;0;0.2;0;13.8;0;4;0;9;0;4.6;0;0
2008;6;11;0.2;0;NA;0;0;0;0;0;0;0;0;0.2;0;0;0;NA;0;0.4;0;0.2;0;0;11.6;0;0;0;0;0;0;0;0;0;0;0;0
2008;6;12;4.4;30;NA;1.8;9.6;11;9.6;8.2;2.8;6.4;19.4;4.8;12;13.6;8;NA;2.6;13;26.6;1.6;25;12;13.8;2.6;10.6;6;10.8;8;10;11;7.2;5.6;5.2;5.4;3.8
